"Year","LocationAbbr","LocationDesc","GeographicLevel","DataSource","Class","Topic","Data_Value","Data_Value_Unit","Data_Value_Type","Data_Value_Footnote_Symbol","Data_Value_Footnote","Confidence_limit_Low","Confidence_limit_High","StratificationCategory1","Stratification1","StratificationCategory2","Stratification2","StratificationCategory3","Stratification3","LocationID"
"2019","IL","Clinton","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","465.6","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","384.1","569.7","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17027"
"2019","IL","Christian","County","NVSS","Cardiovascular Diseases","Heart failure","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Hispanic","Sex","Overall","17021"
"2019","IL","Christian","County","NVSS","Cardiovascular Diseases","All heart disease","111.8","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","93.5","135.8","Age group","Ages 35-64 years","Race","White","Sex","Overall","17021"
"2019","IL","Christian","County","NVSS","Cardiovascular Diseases","All stroke","12.7","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","9.8","17.2","Age group","Ages 35-64 years","Race","White","Sex","Overall","17021"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","Heart failure","17.6","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","11.2","24.9","Age group","Ages 35-64 years","Race","White","Sex","Overall","17017"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","All heart disease","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17017"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","All stroke","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17017"
"2019","IL","Brown","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17009"
"2019","IL","Brown","County","NVSS","Cardiovascular Diseases","Heart failure","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17009"
"2019","IL","Brown","County","NVSS","Cardiovascular Diseases","All heart disease","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17009"
"2019","IL","Brown","County","NVSS","Cardiovascular Diseases","All stroke","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17009"
"2019","IL","Clay","County","NVSS","Cardiovascular Diseases","Heart failure","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Asian/Pacific Islander","Sex","Overall","17025"
"2019","IL","Clay","County","NVSS","Cardiovascular Diseases","All heart disease","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Black (Non-Hispanic)","Sex","Overall","17025"
"2019","IL","Clay","County","NVSS","Cardiovascular Diseases","All stroke","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Black (Non-Hispanic)","Sex","Overall","17025"
"2019","IL","Clinton","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","1443.7","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","1307.6","1606","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17027"
"2019","IL","Clinton","County","NVSS","Cardiovascular Diseases","Heart failure","461.8","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","381.5","547.6","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17027"
"2019","IL","Christian","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","72.2","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","54.3","91.8","Age group","Ages 35-64 years","Race","White","Sex","Overall","17021"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17017"
"2019","IL","Clay","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Black (Non-Hispanic)","Sex","Overall","17025"
"2019","IL","Christian","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","135","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","108.8","159.8","Age group","Ages 35-64 years","Race","White","Sex","Overall","17021"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17017"
"2019","IL","Brown","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17009"
"2019","IL","Bureau","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","87.9","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","71.8","106.2","Age group","Ages 35-64 years","Race","Overall","Sex","Women","17011"
"2019","IL","Brown","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17009"
"2019","IL","Brown","County","NVSS","Cardiovascular Diseases","Heart failure","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17009"
"2019","IL","Clay","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Black (Non-Hispanic)","Sex","Overall","17025"
"2019","IL","Clay","County","NVSS","Cardiovascular Diseases","Heart failure","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Black (Non-Hispanic)","Sex","Overall","17025"
"2019","IL","Clay","County","NVSS","Cardiovascular Diseases","All heart disease","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Hispanic","Sex","Overall","17025"
"2019","IL","Clinton","County","NVSS","Cardiovascular Diseases","All heart disease","1588","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","1412","1761.7","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17027"
"2019","IL","Clinton","County","NVSS","Cardiovascular Diseases","All stroke","281.1","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","231.5","331.7","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17027"
"2019","IL","Clinton","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","823.4","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","717.1","942.9","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17027"
"2019","IL","Christian","County","NVSS","Cardiovascular Diseases","Heart failure","18.8","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","13.8","27.4","Age group","Ages 35-64 years","Race","White","Sex","Overall","17021"
"2019","IL","Christian","County","NVSS","Cardiovascular Diseases","All heart disease","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17021"
"2019","IL","Christian","County","NVSS","Cardiovascular Diseases","All stroke","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17021"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","Heart failure","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17017"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","All heart disease","1297.9","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","1148.3","1461.3","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17017"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","All stroke","294","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","240.8","345.9","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17017"
"2019","IL","Brown","County","NVSS","Cardiovascular Diseases","All heart disease","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17009"
"2019","IL","Clay","County","NVSS","Cardiovascular Diseases","All stroke","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Hispanic","Sex","Overall","17025"
"2019","IL","Clinton","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","1907.5","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","1698","2088","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17027"
"2019","IL","Clinton","County","NVSS","Cardiovascular Diseases","Heart failure","643.4","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","551","757.3","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17027"
"2019","IL","Christian","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17021"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","626.3","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","484.4","718.1","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17017"
"2019","IL","Brown","County","NVSS","Cardiovascular Diseases","All stroke","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17009"
"2019","IL","Clay","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Hispanic","Sex","Overall","17025"
"2019","IL","Bureau","County","NVSS","Cardiovascular Diseases","Heart failure","11.2","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","7","14.4","Age group","Ages 35-64 years","Race","Overall","Sex","Women","17011"
"2019","IL","Clay","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Hispanic","Sex","Overall","17025"
"2019","IL","Clinton","County","NVSS","Cardiovascular Diseases","All heart disease","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17027"
"2019","IL","Clinton","County","NVSS","Cardiovascular Diseases","All stroke","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17027"
"2019","IL","Christian","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17021"
"2019","IL","Christian","County","NVSS","Cardiovascular Diseases","Heart failure","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17021"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","1736.1","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","1505.6","1901.8","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17017"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","Heart failure","510","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","396.4","597.5","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17017"
"2019","IL","Brown","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17009"
"2019","IL","Brown","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17009"
"2019","IL","Brown","County","NVSS","Cardiovascular Diseases","Heart failure","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17009"
"2019","IL","Clay","County","NVSS","Cardiovascular Diseases","Heart failure","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Hispanic","Sex","Overall","17025"
"2019","IL","Clinton","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17027"
"2019","IL","Christian","County","NVSS","Cardiovascular Diseases","All heart disease","1287.5","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","1150.7","1444.2","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17021"
"2019","IL","Christian","County","NVSS","Cardiovascular Diseases","All stroke","210","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","174","278.8","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17021"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","All heart disease","1118.4","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","960","1258.2","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17017"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","All stroke","280.9","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","223.3","340","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17017"
"2019","IL","Brown","County","NVSS","Cardiovascular Diseases","All heart disease","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17009"
"2019","IL","Clay","County","NVSS","Cardiovascular Diseases","All heart disease","116.9","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","98.8","138.8","Age group","Ages 35-64 years","Race","White","Sex","Overall","17025"
"2019","IL","Clay","County","NVSS","Cardiovascular Diseases","All stroke","17.6","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","13.5","23.5","Age group","Ages 35-64 years","Race","White","Sex","Overall","17025"
"2019","IL","Clinton","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17027"
"2019","IL","Christian","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","787.3","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","661.9","922.3","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17021"
"2019","IL","Clinton","County","NVSS","Cardiovascular Diseases","Heart failure","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17027"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","480.8","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","398.1","622.1","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17017"
"2019","IL","Brown","County","NVSS","Cardiovascular Diseases","All stroke","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17009"
"2019","IL","Bureau","County","NVSS","Cardiovascular Diseases","All heart disease","152.8","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","127.9","182.3","Age group","Ages 35-64 years","Race","Overall","Sex","Men","17011"
"2019","IL","Clay","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","51.1","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","38.4","69.7","Age group","Ages 35-64 years","Race","White","Sex","Overall","17025"
"2019","IL","Clinton","County","NVSS","Cardiovascular Diseases","All heart disease","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17027"
"2019","IL","Christian","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","1575.2","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","1428.4","1759.3","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17021"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","1526.6","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","1359.9","1697.5","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17017"
"2019","IL","Clay","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","145.3","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","123.5","170.7","Age group","Ages 35-64 years","Race","White","Sex","Overall","17025"
"2019","IL","Christian","County","NVSS","Cardiovascular Diseases","Heart failure","422","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","360.5","518.5","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17021"
"2019","IL","Cook","County","NVSS","Cardiovascular Diseases","All stroke","282.5","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","271.3","293.3","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17031"
"2019","IL","Bureau","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","103.6","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","79","130.6","Age group","Ages 35-64 years","Race","Overall","Sex","Men","17011"
"2019","IL","Cook","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","499","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","484.9","513.6","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17031"
"2019","IL","Clay","County","NVSS","Cardiovascular Diseases","Heart failure","17.6","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","12.8","27.9","Age group","Ages 35-64 years","Race","White","Sex","Overall","17025"
"2019","IL","Clay","County","NVSS","Cardiovascular Diseases","All heart disease","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17025"
"2019","IL","Clinton","County","NVSS","Cardiovascular Diseases","All stroke","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17027"
"2019","IL","Clinton","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17027"
"2019","IL","Clinton","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17027"
"2019","IL","Christian","County","NVSS","Cardiovascular Diseases","All heart disease","1080","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","955.4","1213.1","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17021"
"2019","IL","Christian","County","NVSS","Cardiovascular Diseases","All stroke","204.3","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","160.2","244.4","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17021"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","Heart failure","446.5","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","363.9","561.5","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17017"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","All heart disease","1594.9","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","1393.4","1784.1","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17017"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","All stroke","268.7","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","214.1","326.9","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17017"
"2019","IL","Cook","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","1418.2","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","1393.2","1444.3","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17031"
"2019","IL","Cook","County","NVSS","Cardiovascular Diseases","Heart failure","352.7","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","340.7","365.5","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17031"
"2019","IL","Clay","County","NVSS","Cardiovascular Diseases","All stroke","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17025"
"2019","IL","Clinton","County","NVSS","Cardiovascular Diseases","Heart failure","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17027"
"2019","IL","Christian","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","601.3","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","491.2","702.5","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17021"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","830.4","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","710.5","1040.7","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17017"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","1990.3","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","1771.9","2201.6","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17017"
"2019","IL","Clay","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17025"
"2019","IL","Clinton","County","NVSS","Cardiovascular Diseases","All heart disease","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17027"
"2019","IL","Cook","County","NVSS","Cardiovascular Diseases","All heart disease","851.2","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","827.5","875.6","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17031"
"2019","IL","Christian","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","1343.9","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","1178","1487.7","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17021"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","Heart failure","577.4","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","477.2","729.2","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17017"
"2019","IL","Clay","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17025"
"2019","IL","Cook","County","NVSS","Cardiovascular Diseases","All stroke","272.3","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","258.4","285.2","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17031"
"2019","IL","Clinton","County","NVSS","Cardiovascular Diseases","All stroke","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17027"
"2019","IL","Christian","County","NVSS","Cardiovascular Diseases","Heart failure","342","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","281.4","412.7","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17021"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","All heart disease","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17017"
"2019","IL","Bureau","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","193.7","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","168.8","225.2","Age group","Ages 35-64 years","Race","Overall","Sex","Men","17011"
"2019","IL","Cass","County","NVSS","Cardiovascular Diseases","All stroke","NA","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17017"
"2019","IL","Cook","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","384.9","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","367.5","400.5","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17031"
"2019","IL","Cook","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","1216.1","per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate","NA","NA","1187.6","1247.8","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17031"
