"Year","LocationAbbr","LocationDesc","GeographicLevel","DataSource","Class","Topic","Data_Value","Data_Value_Unit","Data_Value_Type","Data_Value_Footnote_Symbol","Data_Value_Footnote","Confidence_limit_Low","Confidence_limit_High","StratificationCategory1","Stratification1","StratificationCategory2","Stratification2","StratificationCategory3","Stratification3","LocationID"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","All stroke","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Heart failure","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","All heart disease","1.1","%","Total percent change","NA","NA","-5.8","8.8","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","All stroke","1.4","%","Total percent change","NA","NA","-13.9","17.1","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-31.5","%","Total percent change","NA","NA","-37.5","-24.8","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","1.8","%","Total percent change","NA","NA","-4.2","8.2","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Heart failure","33.7","%","Total percent change","NA","NA","19.9","49.1","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","All heart disease","1.3","%","Total percent change","NA","NA","-7.1","11.4","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","All stroke","5.2","%","Total percent change","NA","NA","-12","22.1","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-34.3","%","Total percent change","NA","NA","-42.3","-25.3","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","3.2","%","Total percent change","NA","NA","-4","10.8","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Heart failure","33.9","%","Total percent change","NA","NA","16.2","52","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","All heart disease","1.8","%","Total percent change","NA","NA","-6.4","10.2","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","All stroke","-4.5","%","Total percent change","NA","NA","-20","12.9","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-27.6","%","Total percent change","NA","NA","-35.2","-19.4","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","-0.9","%","Total percent change","NA","NA","-7.9","6.9","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Heart failure","36.4","%","Total percent change","NA","NA","18.4","55.3","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","All heart disease","-15.2","%","Total percent change","NA","NA","-29.6","10.3","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","All stroke","-4.1","%","Total percent change","NA","NA","-28.6","29.7","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-36.3","%","Total percent change","NA","NA","-50.9","-10.7","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","-15.4","%","Total percent change","NA","NA","-32.3","2.9","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Heart failure","-5","%","Total percent change","NA","NA","-30.8","46.1","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","All heart disease","-2.4","%","Total percent change","NA","NA","-14.6","13.1","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","All stroke","-0.1","%","Total percent change","NA","NA","-17.8","20.9","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-31.4","%","Total percent change","NA","NA","-41.7","-17.4","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","-1.7","%","Total percent change","NA","NA","-11.2","9.8","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Heart failure","15.6","%","Total percent change","NA","NA","-4.3","41.2","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","All heart disease","-26.1","%","Total percent change","NA","NA","-37.5","-13.1","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","All stroke","-7.6","%","Total percent change","NA","NA","-34.9","25.8","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-31.7","%","Total percent change","NA","NA","-48.6","-5.2","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","-14.2","%","Total percent change","NA","NA","-30.7","8.9","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Heart failure","-3.9","%","Total percent change","NA","NA","-25","21.6","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","All heart disease","4.7","%","Total percent change","NA","NA","-2.1","13","Age group","Ages 65 years and older","Race","White","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","All stroke","4","%","Total percent change","NA","NA","-9.3","18.8","Age group","Ages 65 years and older","Race","White","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-30.6","%","Total percent change","NA","NA","-36.9","-23","Age group","Ages 65 years and older","Race","White","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","4.2","%","Total percent change","NA","NA","-3","11.6","Age group","Ages 65 years and older","Race","White","Sex","Overall","17163"
"2010 - 2019","IL","St. Clair","County","NVSS","Cardiovascular Diseases","Heart failure","41.5","%","Total percent change","NA","NA","25.3","57.8","Age group","Ages 65 years and older","Race","White","Sex","Overall","17163"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All heart disease","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","American Indian/Alaska Native","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All stroke","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","American Indian/Alaska Native","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","American Indian/Alaska Native","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","American Indian/Alaska Native","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Heart failure","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","American Indian/Alaska Native","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All heart disease","0.5","%","Total percent change","NA","NA","-17.6","24.7","Age group","Ages 35-64 years","Race","Overall","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All stroke","-5.3","%","Total percent change","NA","NA","-29","25.7","Age group","Ages 35-64 years","Race","Overall","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-26.4","%","Total percent change","NA","NA","-48.9","-2.7","Age group","Ages 35-64 years","Race","Overall","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","8.6","%","Total percent change","NA","NA","-8.1","40.9","Age group","Ages 35-64 years","Race","Overall","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Heart failure","-2.8","%","Total percent change","NA","NA","-36.7","48.1","Age group","Ages 35-64 years","Race","Overall","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All heart disease","1.1","%","Total percent change","NA","NA","-22.8","28.8","Age group","Ages 35-64 years","Race","Overall","Sex","Women","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All stroke","-12.1","%","Total percent change","NA","NA","-34.9","20.6","Age group","Ages 35-64 years","Race","Overall","Sex","Women","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-38.8","%","Total percent change","NA","NA","-61","-7.7","Age group","Ages 35-64 years","Race","Overall","Sex","Women","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","10.9","%","Total percent change","NA","NA","-13.9","42.6","Age group","Ages 35-64 years","Race","Overall","Sex","Women","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Heart failure","-16.7","%","Total percent change","NA","NA","-40.4","31.4","Age group","Ages 35-64 years","Race","Overall","Sex","Women","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All heart disease","-4.6","%","Total percent change","NA","NA","-22.9","12.8","Age group","Ages 35-64 years","Race","Overall","Sex","Men","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All stroke","-0.3","%","Total percent change","NA","NA","-29.9","37.6","Age group","Ages 35-64 years","Race","Overall","Sex","Men","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-33.8","%","Total percent change","NA","NA","-52.1","-7.7","Age group","Ages 35-64 years","Race","Overall","Sex","Men","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","10.1","%","Total percent change","NA","NA","-12.1","33.2","Age group","Ages 35-64 years","Race","Overall","Sex","Men","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Heart failure","-9.6","%","Total percent change","NA","NA","-33.9","47.3","Age group","Ages 35-64 years","Race","Overall","Sex","Men","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All heart disease","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Asian/Pacific Islander","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All stroke","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Asian/Pacific Islander","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Asian/Pacific Islander","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Asian/Pacific Islander","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Heart failure","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Asian/Pacific Islander","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All heart disease","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Black (Non-Hispanic)","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All stroke","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Black (Non-Hispanic)","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Black (Non-Hispanic)","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Black (Non-Hispanic)","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Heart failure","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Black (Non-Hispanic)","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All heart disease","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Hispanic","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All stroke","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Hispanic","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Hispanic","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Hispanic","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Heart failure","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Hispanic","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All heart disease","-3","%","Total percent change","NA","NA","-21","14.7","Age group","Ages 35-64 years","Race","White","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All stroke","28.9","%","Total percent change","NA","NA","2.2","64.2","Age group","Ages 35-64 years","Race","White","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-26.3","%","Total percent change","NA","NA","-49","-2.3","Age group","Ages 35-64 years","Race","White","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","9.3","%","Total percent change","NA","NA","-7.9","44.2","Age group","Ages 35-64 years","Race","White","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Heart failure","-3.9","%","Total percent change","NA","NA","-38.9","48.5","Age group","Ages 35-64 years","Race","White","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All heart disease","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All stroke","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Heart failure","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All heart disease","-14.3","%","Total percent change","NA","NA","-25.1","-1.7","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All stroke","-20.2","%","Total percent change","NA","NA","-37.7","-2.2","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-41.9","%","Total percent change","NA","NA","-53.9","-33.3","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","-17.2","%","Total percent change","NA","NA","-27.2","-7.1","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Heart failure","-21.2","%","Total percent change","NA","NA","-41.1","-2.4","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All heart disease","-20.9","%","Total percent change","NA","NA","-32.9","-8.1","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All stroke","-21.7","%","Total percent change","NA","NA","-39.6","-2","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-51.9","%","Total percent change","NA","NA","-63.6","-41.1","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","-21.4","%","Total percent change","NA","NA","-30.3","-11.2","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Heart failure","-26.9","%","Total percent change","NA","NA","-43.4","-10.4","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All heart disease","-8","%","Total percent change","NA","NA","-26.1","6.5","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All stroke","-15.7","%","Total percent change","NA","NA","-36.1","4.1","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-37.1","%","Total percent change","NA","NA","-49.9","-25","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","-11.3","%","Total percent change","NA","NA","-20","-0.9","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Heart failure","-17.9","%","Total percent change","NA","NA","-35.5","0.4","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All heart disease","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All stroke","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Heart failure","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All heart disease","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All stroke","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Heart failure","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All heart disease","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All stroke","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Heart failure","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All heart disease","-14.3","%","Total percent change","NA","NA","-29.3","-1.7","Age group","Ages 65 years and older","Race","White","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","All stroke","-13.9","%","Total percent change","NA","NA","-28","1.2","Age group","Ages 65 years and older","Race","White","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-41.6","%","Total percent change","NA","NA","-53.5","-32.6","Age group","Ages 65 years and older","Race","White","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","-16.8","%","Total percent change","NA","NA","-26.9","-6.4","Age group","Ages 65 years and older","Race","White","Sex","Overall","17165"
"2010 - 2019","IL","Saline","County","NVSS","Cardiovascular Diseases","Heart failure","-20.6","%","Total percent change","NA","NA","-40.8","-1.5","Age group","Ages 65 years and older","Race","White","Sex","Overall","17165"
"2010 - 2019","IL","Sangamon","County","NVSS","Cardiovascular Diseases","All heart disease","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","American Indian/Alaska Native","Sex","Overall","17167"
"2010 - 2019","IL","Sangamon","County","NVSS","Cardiovascular Diseases","All stroke","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","American Indian/Alaska Native","Sex","Overall","17167"
"2010 - 2019","IL","Sangamon","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","American Indian/Alaska Native","Sex","Overall","17167"
"2010 - 2019","IL","Sangamon","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","American Indian/Alaska Native","Sex","Overall","17167"
"2010 - 2019","IL","Sangamon","County","NVSS","Cardiovascular Diseases","Heart failure","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","American Indian/Alaska Native","Sex","Overall","17167"
"2010 - 2019","IL","Sangamon","County","NVSS","Cardiovascular Diseases","All heart disease","3.1","%","Total percent change","NA","NA","-8.9","19.7","Age group","Ages 35-64 years","Race","Overall","Sex","Overall","17167"
"2010 - 2019","IL","Sangamon","County","NVSS","Cardiovascular Diseases","All stroke","6.4","%","Total percent change","NA","NA","-16.2","27.6","Age group","Ages 35-64 years","Race","Overall","Sex","Overall","17167"
"2010 - 2019","IL","Sangamon","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-7.3","%","Total percent change","NA","NA","-23.7","13.7","Age group","Ages 35-64 years","Race","Overall","Sex","Overall","17167"
"2010 - 2019","IL","Sangamon","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","3.9","%","Total percent change","NA","NA","-9.1","19.1","Age group","Ages 35-64 years","Race","Overall","Sex","Overall","17167"
